site,area,location,depth_m,angle,date,year,month,day,no_qds,total_points,alcyonium_sub,anomia_spp,aplidium_glabrum,balanus_balanus,bare_space_rock,boltenia_echinata,boltenia_ovifera,botrylloides_sp,botryllus_schlosseri,brown_algae_sub,clathromorphum_sp,cliona_spp,dendrodoa_carnea,didemnum_albidum,didemnum_vexillum,diplosoma_listerianum,edwardsiella_lineata,encrusting_bryozoan,erect_bryozoan_sub,green_algae_sub,halichondria_panicea,haliclona_oculata,halisarca_nahantensis,halocynthia_pyriformis,hyd_bry_complex,hydroid_sub,hymedesmia_sp,isodictya_spp,leucosolenia_spp,lithothamnion_spp,metridium_sub,modiolus_modiolus,molgula_citrina,mytilus_edulis,orange_sponge_crust,peysonnelia,phymatolithon_sp,red_algae_sub,scypha_sp,spirorbis_spp,styela_sp,tube_complex,tubularia_sub
DBALC,Dive Beach,Nahant,7,vertical,9/6/13,2013,9,6,4,1198.5,4.1718815185648727e-4,0,0.005840634,0,0.00667501,0,0,0.040467250730079264,0,0,0,0,0,0,0.29912390488110135,0.001251564,4.1718815185648727e-4,0.001668753,0.014184397163120567,0,0,0,0,0,0.047559449,0.38464747601168126,0,0,0,0.016687526074259492,0,0,0,0,0,0.004171882,0.008343763,0.164372132,0,0,0,0,0.004171882
DBALC,Dive Beach,Nahant,7,vertical,3/19/01,2001,3,19,3,599.5,0.090909091,0,0.078398666,0.031693078,0,0,0,0.043369474562135114,0,0,0,0,0,0,0,0.013344453711426188,0,0.00500417,0,0.014178482068390326,0,0,0.031693078,0,0.5170975813177648,0,0,0,0.078398666,0,0,0,0,0,0,0,0.063386155,0.027522935779816515,0,0.00500417,0,0,0
DBALC,Dive Beach,Nahant,7,vertical,9/5/01,2001,9,5,3,545.5,0.020164986,0,0.040329973,0.7974335472043996,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007332722,0,0,0,0,0,0,0.10265811182401467,0,0,0,0,0.010999083409715857,0,0,0,0,0,0,0,0,0,0.005499542,0,0,0.015582034830430797
DBALC,Dive Beach,Nahant,7,vertical,8/8/02,2002,8,8,6,1207,0.004556752,0,0.05965203,0.14415907207953604,0,0,0,4.1425020712510354e-4,0,0,0,0,0,0,0,0.017812758906379452,0,0.004971002,0.013670256835128418,0,0,0,0.004556752,0,0.6859983429991715,0,0,0,0.001657001,0.025269262634631317,0,0,0,0,0,0.027754764,0,0.002899751,0,4.1425020712510354e-4,0,0,0.006213753
DBALC,Dive Beach,Nahant,7,vertical,2/13/02,2002,2,13,6,1209.5,0.017362547,0,0.028937577511368336,0.5002066969822241,0,0,0,0.010334849111202976,0,0,0,0,0,0.020669698,0,0.06779661,0,0,0,0,0,0,0.018602728400165358,0,0.312525837,0,0,0,0,0,0.011575031004547334,0,0,0,0,0.011575031004547334,4.1339396444811904e-4,0,0,0,0,0,0
DBALC,Dive Beach,Nahant,7,vertical,6/12/02,2002,6,12,6,1206.5,0.017820140903439703,0,0.040198922503108164,0.7020306672192291,0,0,0,0,0,0,0,0,0.004973063,4.144218814753419e-4,0,0.003729797,0,0.035225859925404064,0,0,0,0,0.012847078,0,0.065478657,0,0,0,0.002900953,0.048901782014090345,0,0,0,0,0,0.061334438,0,0,0,0.004144219,0,0,0
DBALC,Dive Beach,Nahant,7,vertical,10/29/02,2002,10,29,6,1200,0.029583333333333333,0,0.022083333333333333,0.5408333333333334,0,0,0,0.11666666666666667,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0.2175,0,0,0,0,0.0525,0,0,8.333333333333334e-4,0,0,0,0,0,0,0,0,0,0
DBALC,Dive Beach,Nahant,7,vertical,3/24/03,2003,3,24,3,607,0.005766063,0,0.039538714991762765,0.4464579901153213,0.005766063,0,0,0.031301483,0,0,0,0,0,0,0,0,0,0.005766063,0,0,0,0,0,0,0.4415156507413509,0,0,0,0.001647446,0.014003295,0,0,0,0,0,0,0,0,0,0,0,0.008237232,0
DBALC,Dive Beach,Nahant,7,vertical,5/20/03,2003,5,20,5,1004.5,0.027874564459930314,0,0.11050273768043803,0.3245395719263315,0.008959681,0,0,0.011448481831757094,0,0,0,0,0,0,0,0,0,0.011946241911398706,0,0,0,0,0,0,0.45893479342956695,0,0,0,4.977600796416127e-4,0.043305127,0,0,0,0,0,0,0.00199104,0,0,0,0,0,0
DBALC,Dive Beach,Nahant,7,vertical,6/17/04,2004,6,17,6,1198.5,0.015853149770546516,0,0.18940342094284524,8.343763037129745e-4,0,0.013350020859407593,0,0,0,0,0,0,0.002503129,0.027534418,0,0,0.004171882,0,0,0,0,0,0,0,0,0,0,0,0,0.00667501,0,0,0.029203171,0,0,0,0,0.00667501,0,0.002503129,0,0.7008760951188986,4.1718815185648727e-4
DBALC,Dive Beach,Nahant,7,vertical,3/25/04,2004,3,25,6,1212,0.035066007,0,0.17904290429042904,0.007425743,0,0,0,0,0,0,0,0,0.001237624,4.1254125412541255e-4,0,0,0,0.018564356435643563,0,0,0,0,0,0,0.24504950495049505,0,0,0,0.001237624,0.08209571,0,0,0.013201320132013201,0,0,0.002475248,0,0.035478548,0,0.004950495,0,0.37376237623762376,0
DBALC,Dive Beach,Nahant,7,vertical,12/9/04,2004,12,9,6,1208,0.019867549668874173,0,0.026903973509933773,0.2185430463576159,0.004139073,4.139072847682119e-4,0,0.002483444,0,0,0,0,0,0.001655629,0,0,0,8.278145695364238e-4,0,0,0,0,4.139072847682119e-4,0,0.6581125827814569,0,0,0,0,0.049668874,0,0,0,0,0,0.016556291390728478,0,0,0,0,0,0,4.139072847682119e-4
DBALC,Dive Beach,Nahant,7,vertical,8/8/05,2005,8,8,6,1206,0.030265339966832505,0,0.07960199,0.10406301824212272,0.027363184,4.1459369817578774e-4,0,0.001658375,0.004145937,0,0,0,0,4.1459369817578774e-4,0,0,0,0.00331675,0.001658375,0,0,0,0,0,0.6334991708126037,0,0,0,0,0.028192371475953566,0,0,0,0,0,0.006218905,0,0.002487562,0,0,4.1459369817578774e-4,0,0.07628524
DBALC,Dive Beach,Nahant,7,vertical,6/17/05,2005,6,17,6,1208.5,0.021514274,0,0.086057096,0.6479106330161357,0.021514274,0.006206041,0,0,0,0.003309888,0,0,0,0,0,0,0,0.00206868,0,0,0,0,4.137360364087712e-4,0,0.175424079,0,0,0,0,0.002896152,0,0,0,0,0,0.027306578402978898,0,0.004964832,0,0,0,0,4.137360364087712e-4
DBALC,Dive Beach,Nahant,7,vertical,3/17/05,2005,3,17,6,1102,0.072595281,0,0.13702359346642468,0.074410163,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006805808,0,0,0,0,0.006805808,0,0.43466424682395643,0,0,0,0,0.09845735,0,0,0.006352087,0,0,0,0,0.006805808,0,0,0,0.1560798548094374,0
DBALC,Dive Beach,Nahant,7,vertical,10/28/05,2005,10,28,6,1200.5,0.026655560183256977,0,0.087463557,0.12911286963765098,0.13327780091628488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5514369012911287,0,0,0,0,0.064556435,0,0,0,0,0,0.007496876,0,0,0,0,0,0,0
DBALC,Dive Beach,Nahant,7,vertical,8/23/06,2006,8,23,6,1204.5,0.03237858,0,0.071398921,0.055624741,0.01577418,0.053964300539643004,0,0.00166044,4.1511000415110004e-4,0,0,0,0,0,0,0,0,0.012868410128684102,0.0041511,0,0,0,0,0,0.6342880863428808,0,0,0,0,0.044001660440016604,0,0,0,0,0,0.04068078,0.00622665,0.026567040265670402,0,0,0,0,0
DBALC,Dive Beach,Nahant,7,vertical,3/13/06,2006,3,13,6,1202,0.026622296173044926,0,0.14891846921797006,0.10607321131447588,0.015391014975041598,0,0,0,0,0,0,0,0,0.001663894,0,0,0,0.062396007,0,0,0,0,0,0,0.5149750415973378,0,0,0,0,0.088186356,0,0,0,0,0,0.032445923,0,0.003327787,0,0,0,0,0
DBALC,Dive Beach,Nahant,7,vertical,11/4/06,2006,11,4,6,1202,0.020798668885191347,0,0.043261231,0.093178037,0.009151414,0,0,0.004159734,0.014975041597337771,0,0,0,0,0,0,0.023294509,0,0,0,0,0,0,0,0,0.7021630615640599,0,0,0,0,0.05906822,0,0,0,0,0,0.027454243,0.00249584,0,0,0,0,0,0
DBHC,Dive Beach,Nahant,7,horizontal,12/1/88,1988,12,1,4,807.5,0,0,0,6.191950464396285e-4,0.24891640866873066,0,0,0,0,0,0.00619195,0,0,0,0,0,0,0,0,0,0,0,0,0,6.191950464396285e-4,0,0,0,0,0.3380804953560371,0,0,0,0,0,0.099071207,0.29721362229102166,0,0,0.00495356,0,0.004334365,0
DBHC,Dive Beach,Nahant,7,horizontal,2/1/89,1989,2,1,4,806.5,0,0,0,0,0.2616243025418475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38189708617482954,0,0,0,0,0.001239926,0.076875387,0.259144451,0,0,0.003719777,0,0.015499070055796652,0
DBHC,Dive Beach,Nahant,7,horizontal,5/1/89,1989,5,1,4,813,0,0,0,0.001845018,0.3677736777367774,0,0,0,0,0,0,0,0,0.001230012,0,0,0.001845018,0.001845018,0,0,0.027060271,0,0,0,0,0,0,0,0,0.33456334563345635,0,0,0,0,0,0.018450185,0.23739237392373924,0,0,0.001845018,0,0.006150062,0
DBHC,Dive Beach,Nahant,7,horizontal,6/1/89,1989,6,1,4,806.5,0,0,0,0,0.30750154990700557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4699318040917545,0,0,0,0,0,0.009299442,0.21326720396776194,0,0,0,0,0,0
DBHC,Dive Beach,Nahant,7,horizontal,8/1/89,1989,8,1,4,803.5,0,0,0,0,0.17548226509023024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3970130678282514,0,0,0,0,0,0.018046049,0.40945861854387056,0,0,0,0,0,0
DBHC,Dive Beach,Nahant,7,horizontal,10/1/89,1989,10,1,4,798,0,6.265664160401002e-4,6.265664160401002e-4,0,0.21428571428571427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001253133,0,0,0,0,0.474937343,0,0,0,0,0,0.033834586,0.2694235588972431,0,0,0.005012531,0,0,0
DBHC,Dive Beach,Nahant,7,horizontal,2/1/90,1990,2,1,4,816.5,0,0,0,0,0.25719534598897736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00122474,0,0,0,0,0.43723208818126147,0,0,0,0,0,0.011635027556644213,0.290263319,0.00122474,0,0,0,0.00122474,0
DBHC,Dive Beach,Nahant,7,horizontal,4/1/90,1990,4,1,4,803,0,0,0,0,0.20423412204234123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42963885429638854,0,0,0,0,0,0.048567870485678705,0.3175591531755915,0,0,0,0,0,0
DBHC,Dive Beach,Nahant,7,horizontal,6/1/90,1990,6,1,4,807.5,0,0,0,0,0.2674922600619195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42105263157894735,0,0,0,0,0,0.035294118,0.2761609907120743,0,0,0,0,0,0
DBHC,Dive Beach,Nahant,7,horizontal,8/1/90,1990,8,1,4,802.5,0,0,0,0,0.16074766355140188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5358255451713395,0,0,0,0,0,0.081619938,0.22180685358255453,0,0,0,0,0,0
DBHC,Dive Beach,Nahant,7,horizontal,11/1/90,1990,11,1,4,789.5,0,0,0,0,0.26979100696643443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4876504116529449,0,0,0,0,0,0.015199493350221659,0.207726409,0,0,0,0,0.019632678910702975,0
DBHC,Dive Beach,Nahant,7,horizontal,2/1/91,1991,2,1,4,805,0,0,0,0,0.2546583850931677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48447205,0,0,0,0,0,0.011801242236024845,0.23850931677018633,0,0,0,0,0.010559006211180125,0
DBHC,Dive Beach,Nahant,7,horizontal,4/1/91,1991,4,1,4,789,0,0,0,0,0.19898605830164764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.337135614702154e-4,0,0,0,0,0.5462610899873257,0,0,0,0,0,0.018377693282636248,0.23574144486692014,0,0,0,0,0,0
DBHC,Dive Beach,Nahant,7,horizontal,6/1/91,1991,6,1,4,800.5,0,0,0,0,0.08119925,0,0,0,0,0,6.246096189881324e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4834478450968145,0,0,0,0,0,0.10493441599000625,0.3297938788257339,0,0,0,0,0,0
DBHC,Dive Beach,Nahant,7,horizontal,10/1/91,1991,10,1,4,806,0,0,0,0,0.088709677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5632754342431762,0,0,0,0,0,0.011166253101736972,0.3362282878411911,0,0,6.203473945409429e-4,0,0,0
DBHC,Dive Beach,Nahant,7,horizontal,5/1/93,1993,5,1,4,799,0,0,0,6.257822277847309e-4,0.10763454317897372,0,0,0,0,0,0.004380476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47434292866082606,6.257822277847309e-4,0,0,0,6.257822277847309e-4,0.057571964956195244,0.3541927409261577,0,0,0,0,0,0
DBHC,Dive Beach,Nahant,7,horizontal,8/1/93,1993,8,1,4,800.5,0,0,0,0,0.069956277,0,0,0,0,0,6.246096189881324e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46595877576514677,0,0,0,0,0,0.059962523422860715,0.40349781386633354,0,0,0,0,0,0
DBHC,Dive Beach,Nahant,7,horizontal,11/1/93,1993,11,1,4,806.5,0,0,0,0,0.1314321140731556,0,0,0,0,0,0.003099814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35337879727216365,6.199628022318661e-4,0,0,0,0,0.00433974,0.5071295722256665,0,0,0,0,0,0
DBHC,Dive Beach,Nahant,7,horizontal,4/1/94,1994,4,1,4,803,0,0,0,0,0.11207970112079702,0,0,0,0,0,6.226650062266501e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44831880448318806,0.00124533,0,0,0,0,0.033001245,0.40473225404732255,0,0,0,0,0,0
DBHC,Dive Beach,Nahant,7,horizontal,12/1/94,1994,12,1,4,798,0,0,0,0,0.096491228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001253133,0,0,0,0,0.42857142857142855,0,0,0,0,0,0.040100250626566414,0.41102756892230574,0,0,0.006265664,0,0.016290726817042606,0
DBHC,Dive Beach,Nahant,7,horizontal,5/1/95,1995,5,1,4,799,0,0,0,0,0.072590738,0,0,0,0,0,0.026908636,0,0,0,0,0,0,0,0,0.007509387,0,0,0,0,0.015018773466833541,0,0,0,0,0.49687108886107634,0,0,0,0,0,0.010638297872340425,0.3642052565707134,6.257822277847309e-4,0,0.005006258,0,6.257822277847309e-4,0
DBHC,Dive Beach,Nahant,7,horizontal,8/1/95,1995,8,1,4,800.5,0,0,0,0,0.061211742660836975,0,0,0,0,0,0.009993754,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08119925,0,0,0,0,0.40974391005621486,0,0,0,0,0,0.003123048,0.43472829481574016,0,0,0,0,0,0
DBHC,Dive Beach,Nahant,7,horizontal,11/1/95,1995,11,1,3,503.5,0,0,0,0,0.12711022840119166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013902681231380337,0,0,0,0,0.3118172790466733,0,0,0,0,0,0.002979146,0.5441906653426017,0,0,0,0,0,0
DBHC,Dive Beach,Nahant,7,horizontal,5/1/96,1996,5,1,4,811,0,0,0,0,0.056720099,0,0,0,0,0,0.045006165,0,0,0,0,0,0,0,0.006165228,0,0,0,0,0,0,0,0,0,0,0.47718865598027127,0,0,0,0,0,0.00431566,0.40443896424167697,0,0,0.003699137,0,0.002466091,0
DBHC,Dive Beach,Nahant,7,horizontal,8/1/96,1996,8,1,4,813.5,0,0,0,0,0.12169637369391519,0,0,0,0,0,0.001843884,0,0,0,0,0,0,6.146281499692685e-4,6.146281499692685e-4,0.00676091,0,0,0,0,0.017824216,0,0,0,6.146281499692685e-4,0.29870928088506454,0,0,0,0,0,0.022126613398893668,0.5236631837738168,0,0,0.004917025,0,6.146281499692685e-4,0
DBHC,Dive Beach,Nahant,7,horizontal,11/1/96,1996,11,1,4,859,0,0,0,0,0.042491268917345754,0,0,0,0,0,0.002328289,0,0,0,0,0,0,0.003492433,0,0,0,0,0,0,0,0,0,0,0,0.42374854481955765,0,0,0,0,0,0.012805587892898719,0.45168800931315484,0,0,0.001164144,0,0.062281723,0
DBHC,Dive Beach,Nahant,7,horizontal,2/1/97,1997,2,1,4,809.5,0,6.176652254478073e-4,0,0,0.048177888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4533662754786906,0,0,0,0,0,0.003088326,0.4718962322421248,0,0,0,0,0.022853613,0
DBHC,Dive Beach,Nahant,7,horizontal,5/1/97,1997,5,1,4,812,0,0,0,0,0.040640394,0,0,0,0,0,0.019088669950738917,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001231527,0,0,0,0,0.4729064039408867,0,0,0,0,0,0.004310345,0.458128079,0,0,0.003078818,0,6.157635467980296e-4,0
DBHC,Dive Beach,Nahant,7,horizontal,9/1/97,1997,9,1,4,802.5,0,0,0,0,0.11713395638629283,0,0,0,0,0,0.013707165109034268,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009968847,0,0,0,0,0.2903426791277259,0,0,0,0,0,0.009968847,0.49221183800623053,0,0,0,0,0.066666667,0
